index,id,name,distance,moving_time,elapsed_time,total_elevation_gain,type,start_date,start_date_local,timezone,achievement_count,kudos_count,comment_count,athlete_count,photo_count,total_photo_count,trainer,commute,manual,private,flagged,average_speed,max_speed,average_watts,max_watts,weighted_average_watts,kilojoules,device_watts,has_heartrate,average_heartrate,max_heartrate,athlete_id,map_id,map_summary_polyline,start_lat,start_lng,end_lat,end_lng,state
1235,878148620,Working on my cadence,76309.2,9219.0,10697.0,83.0,Ride,2017-02-24 15:15:20+00:00,2017-02-24 10:15:20,America/New_York,11,36,9,1,0,2,False,False,False,False,False,8.277,11.7,155.8,1012.0,167.0,1435.9,True,True,133.5,173.0,204760,a877302158,ukbpF`ihbSeAsFvHgCpBkFWiG|GbAjCwEpU|FtGiXqCiNJuKfCyHwCuC_IpBqCuHbBwBo@_AuJRkIuKuCNk@_EqLzLj@hBoAlAcC_HsIpFDdCsDJs@xCkChAj@lIaAjDsAzAiDkAw@fBZrFzDxD}DlCk@~EaH`FkCfIsFt@lAdGgIbGM~JkBqBKvGo@`@KwAaBtEM_CmG`WeDdFrAnEw@bJr@sJsA_EdDcFpGkWFdCdBsEd@|Ab@aIjBxBLkKpDaAtC_EaAeGhFu@hCmI~GuEv@qFrDcC_EoD[oFz@uBpDbAzAmBp@{Cc@sI|Bg@dAuDpDEQcCxIkF^|DjB|AhAuAs@kBjHqElCyEj@fEvCYjIxKpJUh@|@eB`CbA`CkBdA|@rA~Cv@`HoCvC`DoC|GMrKjClNiHvXmTmGiCtE_H{@PnGqBzEmHjCz@xF,39.5,-105.4,39.5,-105.4,Colorado
1236,877992791,"Knew this was coming, still wasnt ready",6952.5,1245.0,1310.0,0.0,Ride,2017-02-24 15:04:43+00:00,2017-02-24 08:04:43,America/Denver,0,3,2,1,0,1,False,True,False,False,False,5.584,8.9,130.9,,,162.9,False,False,,,1740032,a877144556,ojkyH`{NkCzh@wGvo@r@rmBdH~b@xDtHjKtHsC`^dVwFpNh@g@zXhD|s@oIlH}A|y@r@g~@m[ydAwDyFaDBMmHwK_\rQrc@xBrAlSgGxY@l\uEnB_\uCoAt@sNbBaAh@oJvC_IuG{EX}FuHk@KiE{RpCCgGdDeLjIiR|GmH_GdAwJtKk@s@hJ}Px^eZlBrSnIk@rAoHiCcW|@cdAcBmMyIa@m@eLuCmEiBLqEfKmBS_Ai_@cBaIeDwDqDrC_AzI{AnByBkGB_HyC[m@tLhC|Hc@fDaBfA{EeBCyCmHsDgBzFeW_P_MeB}BzDhAhLk@~OrBrMgLftAp@`nBnHnc@vDlHbKjHgCn^vUeGxN`Am@`XjDps@uIjIoAjy@l@e}@{Jw\,51.51,-0.08,51.5,-0.14,Colorado
1237,877939942,Morning Ride,19799.1,3567.0,3896.0,89.6,Ride,2017-02-24 13:38:06+00:00,2017-02-24 06:38:06,America/Denver,1,4,0,1,0,0,False,True,False,False,False,5.551,9.9,129.8,,,462.9,False,False,,,2271734,a877056277,gkjsEbpciTFnBnCsB|Ab@~@zHy@lCwGXqBbDqAk@qAnCyCh@InBqHfAyK~HQvBiCFaBvByESgC`B}F{BgD~@yElDFfKgA`Al@nC{ChIgAiHsEp@yE|AuGbK}DbCtHhLsIbF`CzJeCfKd@bDiBeAxAfF_EyD}@zDeLhDpDrA_B~CdAtAShHvD_BcBjEAxJ}BvEq@tHr@j@iBnAd@`CuBb@T|NyE|AcEhHrBxFnCLxBpGz@g@q@jKaChAuAvFgA_@_B`EuVX}NqFaD_OjC}^eEaQgL{IlBEcAgBnB^_CiDrFiExC^b@}HtE{DHaCfEQaAqDhBkCvDwB~HlDjD{DbBf@jB_JtF{BYeGfDkAa@_CeDUoAkFr@aAcB_CSwKxA{Gw@eB~PqBFfDr@uClHqDbDsMjDwBfN}@~ChAy@_BnFxAdMyKvCu@nGxBbQgEn@sC~LgIrFa@DkBxCs@`A}BpNcDr@cC}@uIeB_BiChA,34.79,-111.76,34.79,-111.76,Colorado
1238,877929684,Morning Ride,22816.1,3603.0,3603.0,0.0,Ride,2017-02-24 13:29:55+00:00,2017-02-24 06:29:55,America/Denver,0,1,0,1,0,0,True,False,False,False,False,6.333,8.1,127.7,,,,False,False,,,8283,a876928563,yxiqF|vt_SwGvAcGzPij@?aCvDcS?]pDqBPsEdT_HzMcObW_OfN}NvWcjAvv@oNzF{Nf@wD{@kQ}U,39.7,-104.97,39.75,-105.0,England
1239,877881382,"Zwift - London, UK - The Wringer",13777.8,1442.0,1442.0,52.0,VirtualRide,2017-02-24 13:11:54+00:00,2017-02-24 05:11:54,America/Los_Angeles,8,1,0,50,0,0,False,False,False,False,False,9.555,14.1,204.2,574.0,255.0,294.4,True,False,,,5106568,a876962433,shlqFzlp_SaAtASfQcBlKWrmAv@hi@yE|ZqH`QsOdYsQpRkNtVujA~w@gNdFiSh@eGpCu`@lh@sDdAz@~BkA`B{@q@_ErE}I{LrF}JgEaAkEyGcIoAsBkEkK_h@yO_WoMgr@mIyH_h@m`@sHo@GxEaIXvBBa@|@`Ar@}@y@vA_A_K_AiUiKoSqBe]yi@_GeDToD{IyE}Xk^mOmGqI{LcOXoJ|E`@|DcCt@kVEyGkIkCw]cEwF}x@mJwFf@qCkDqFtAEtAuDIFr^sBfSzB~XvYp{@dC~a@UjMrCfAhFfPbJ|OTfH_BfDmClS~Cr\`CrDe@xGsDlFJ`e@`d@\\xA_E@^rHjKvSLl[fUyEzDxDbFGiF@iEkDpHtb@xLxSr@nPbCxDbDj@fDtKlDNhGzEfD}CxMbWY|B~B|CvCpQJp]aApAQpS{CrIyBx[pQdZfOtFtNnMvDFtJtLzBfPw@|NbB~SjId\EnMrArLjKtZjAhKbHrKi@~G~I`XmA\aFgO,39.72,-104.95,39.78,-105.09,California
1240,877597444,Night Activity,0.0,3600.0,3600.0,0.0,VirtualRide,2017-02-24 05:04:04+00:00,2017-02-23 22:04:04,America/Denver,0,0,0,1,0,0,True,False,False,False,False,0.0,0.0,,,,,False,True,139.5,163.0,228518,a876838414,umkyH~oNfBvQeL`sA`@jeBjAlRrE`UnEfJpKdImD|[v@lAvSgGdZEv[mElB{[wC{Ax@uNvA_@t@mKtCmHuGaFZcG{Hm@EcE_ShCAeGlDqLlIgRtG{GyFz@}JxKm@s@hJ{Px^cZtB|SfIy@rAsHiC{VvAqq@a@_T_CiLmHPw@sLaDsEkBj@sE`KyAa@y@mDGaZmBuIuC{CqDdCqCvMeCaGH_H_Dq@q@|LhC|Hm@xDaBx@}NsLuBvFaW_PeMaBqBvDfAdLk@tPrBhMeLprA\`hBjAzRlEnT~E~JdKzHgDb[mA`@aQmc@pKb[JfH~CCzDrFz[leA{@l}@z@sx@xIgIgDet@d@aX_PKuSzFmD_EkOm`@rKh[LnHpCMfExFx[feA_Av}@`Aur@,51.51,-0.08,51.5,-0.14,New York
1241,877584789,Morgan - TrainerRoad,32663.6,3600.0,3600.0,0.0,Ride,2017-02-24 04:50:52+00:00,2017-02-23 21:50:52,America/Denver,0,6,0,1,0,0,True,False,False,False,False,9.073,17.9,208.5,384.0,253.0,750.6,True,True,138.6,167.0,1000310,a876820679,mmkyHjlN`B~TgLtrA`@deBhAdSpE|TvEtJfKjHcDz[mA^cQqc@vKj[FjHvCOhEdGr[|dAu@j}@|@gy@rIiHgDos@f@sXaQQkR|F{ByAgQyc@vKx[FzGxCGbE|Fx[deAy@n}@|@ux@tI_IgD{s@f@eXwOY{S~FaCgB{Pic@tKp[JlH~CI~D|Fr[xdA_Av}@bAgy@vIcIgDgs@b@kXaPOkS|F{B{AcQed@vK`\FdH~CE|DvFx[neA}@h}@j@qa@,51.51,-0.08,51.5,-0.14,Colorado
1242,877569626,Night Ride,17528.7,2860.0,2965.0,71.5,Ride,2017-02-24 04:02:57+00:00,2017-02-23 21:02:57,America/Denver,1,5,0,1,0,0,False,False,False,False,False,6.129,9.8,140.1,,,400.7,False,False,,,5172246,a876902546,ouzdDhefiNzrAhBvjMx@bBwhBk@ke@v@onB`aBlz@viA|aB|EbMdM|j@trBhnKfAlMS|`@pAxKl{@piDhYz}@xYvoAj^t|@`m@`eC~@~c@uPjoCsk@rhDXbSvQhoB~~C`aIzBpKjOnmBbE~BdKoA@~AI_ByJdAgE_CyNwkBcCkMs|C{yHgT{wBYgN`AgNli@uzCnQ}xC]mS{BcRab@idBhAqBpRuGhF`Cyp@zaA[go@mGkE{BoFufCi_KcFqf@cd@yvAucBuwGeGaIoIyFsZeGecKd@arGyB{H~BwEpIUzGfC|Qa@lGp@aHaCuVvAmGnDeE,27.18,-80.32,27.18,-80.32,Alberta
1243,877531713,Ebbetts - TrainerRoad,23388.0,3600.0,3600.0,0.0,Ride,2017-02-24 02:04:00+00:00,2017-02-23 19:04:00,America/Denver,0,0,0,1,0,0,True,False,False,False,False,6.497,9.3,170.7,441.0,193.0,614.5,True,True,152.8,172.0,5106568,a876500611,mrxqF`}l`SUrArHhPRzLtCH`Hu_@TsSbUc@Dkp@lCi@EiFnQoCLom@fyA]CejExTSd@gB@{bCq@}IiM_c@aCeDlAoBaA}A`FuC|[ud@zKoF`OBjJoCtmA{w@vIwJ~H_PhQaRdOmXzGgPnEgYLmrB~AaTe@cObA?,39.78,-105.09,39.72,-104.95,California
1244,877546711,Evening Ride,17182.3,3600.0,3600.0,0.0,Ride,2017-02-24 01:24:35+00:00,2017-02-23 19:24:35,America/Chicago,0,0,0,1,0,0,True,False,False,False,False,4.773,6.1,157.1,183.0,159.0,565.5,True,True,119.0,133.0,8283,a876458138,surqF`ez_SjD^fNdSdEfA`Ni@|N{FbmAyy@rK}SfRkSdTy`@hDmKnCiTm@~D~UQnDyCni@o@vGyPnKaAEkL,39.75,-105.0,39.7,-104.96,New York
1248,877421403,Jesters N Kings,10609.5,3450.0,3500.0,229.6,Ride,2017-02-23 23:00:08+00:00,2017-02-23 18:00:08,America/New_York,5,14,0,1,0,1,False,False,False,False,False,3.075,15.4,142.3,,,491.0,False,False,,,426561,a876413513,qbcdFjsrwMyXlj@fNjNxAe@lk@chAbJhGzE}S`^wn@lYiVtK}EeLvCoJlIwRxADkBeCe@tFkBgDaDaLfUlChEsDzH_PsMmOjZxMtNg@~B{Qp\gR{Hk_@dv@fP|Lpk@ihAjJ`GhFgTz]un@xYwVnKwE}KnCyJrI{RzAJmBeCe@rFgBkD}C{KvTpC|DqEvImO{MiO~Z|MdNm@bC{Ql\eR{Hg_@hv@hKzJ`Dt@zk@yhAbJnGdFcT`^ao@pYiVjKaF}K|CwKzIcRrATkBiC[~AwB`BdA,37.54,-77.43,37.53,-77.42,Colorado
1249,877408201, zero speed so much ice,30310.5,5373.0,6390.0,154.1,Ride,2017-02-23 21:48:16+00:00,2017-02-23 14:48:16,America/Denver,2,3,0,1,0,4,False,False,False,False,False,5.641,10.5,133.2,,,715.5,False,False,,,17471169,a876393264,knqqFpb|~RkASiAjKcNb@e@bKgk@x@cHbMwHtS}BlW~@rScApIeMxUcM`EuGj\iG|ImCpUmFvFmGz@s@tg@{FnHsDAkHfEgFfH_[fiA}EjEeDjHe]{TyA_IuHjAcf@aDqAiN,39.74,-104.84,39.79,-104.89,England
1250,877342763,"Gothic Road. Lots of fresh! Skiing good, fatbiking not so much.",8263.3,2784.0,3782.0,74.8,Ride,2017-02-23 21:22:01+00:00,2017-02-23 14:22:01,America/Denver,0,1,0,1,0,0,False,False,False,False,False,2.968,7.7,82.8,,,230.6,False,False,,,13856227,a876376545,odvpFt`o_SsCFsAbDtGFwGAzGWuGRfF`@f@s@oG`@xE}D,39.6,-104.94,39.6,-104.94,England
1251,877322624,"Zwift - London, UK - The Gorby",32309.4,3641.0,3677.0,262.0,VirtualRide,2017-02-23 21:01:41+00:00,2017-02-23 13:01:41,America/Los_Angeles,25,1,0,11,0,0,False,False,False,False,False,8.874,21.6,211.4,310.0,243.0,769.7,True,False,,,11168119,a876383270,{udtFhj{`ShCmBiDsDbBgH|OwXNm]ln@BeA@aBoJiBwe@_B_HyFwFiC`EmKkBcG{GeCsKuB|@dFu^bBuc@nEiIbK{A|CeL{CgExFqJtC_Tp]ui@Y}GoGeGm@yCT{Nvw@bAFnOhDJ,40.17,-105.17,40.15,-105.11,England
1252,877302158,"Staunton 3-4"" new snow by 3:00 still dumping. Coya and Ziggy ",16863.1,5638.0,6972.0,326.4,Ride,2017-02-23 19:43:26+00:00,2017-02-23 12:43:26,America/Denver,0,10,2,1,0,3,False,False,False,False,False,2.991,7.6,98.4,,,554.7,False,False,,,125549,a876419241,aegsFfeiaSmH_OqHMQ{GgE{OcKkQoEuDQsa@mEsJjJ{LfTwEd^_@xHkGtCj@^hDn|@hCdEq@L{FjRk@z@dCvG}C|b@jMzKk@hLpRpCfA~IkCaA}OfAq@nBzBRjYtZXj@pBxh@g{Af}@_cDxBrFvOwj@pj@ETmk@`[I`BzGlEx@EiWdGpF}@{Eh@yHzJeBcAqPtAyGbUqMnHgI`QxPpGlA,40.02,-105.24,39.93,-105.16,Colorado
1253,877144556,Pre-flight Zwift,27441.8,3067.0,3091.0,256.0,VirtualRide,2017-02-23 18:22:59+00:00,2017-02-23 11:22:59,America/Denver,28,10,0,35,0,0,False,False,False,False,False,8.947,21.1,174.7,443.0,193.0,535.7,True,True,140.2,169.0,204760,a876412454,edbpFn`ibSzC^dCgHqAcFTmDuE_B`CkDg@{KqCrFmIdBiA`GoGtGxArCb@nJ}DfCs@pFtLtKcBhLh@`RdHsEcCeEjC{Ue@sDkDeFVsQ_DP{EkErGsGdBmG`BvEUbFhFlBl@|FcAjDpHdBhCbDoFhRtCxJl@dRlOlUz@xFmK~AaHkAfQdAjBcBeAeG_OqTw@uSiCuHn@wGw@bHvCtIn@fRzAdDiBeIhApGnMvQz@bFkA`BkITwHeBjHhBdKe@Y_IkOaUu@_SmCaIr@mH~DuIuC{D_GaA,39.5,-105.4,39.5,-105.4,England
1254,877056277,Hiline loop,18722.5,8408.0,8936.0,303.1,Ride,2017-02-23 15:29:42+00:00,2017-02-23 08:29:42,America/Phoenix,13,1,0,1,0,0,False,False,False,False,False,2.227,8.7,74.9,,,629.5,False,False,,,338290,a876397409,o_hqFl~_aS_EeHcAr@WxEaNoFkEZ}DdEcCgBgAxCaHoLeBEE{CcBc@_ABGlGmChE{FkDpFaG{AcRf@uAmGtFr@lBwC_Cw@uDbFcBcDoOx@fMeFUmB`FyB{GlFgFvBmIg@iH~RfDtAcC?_H|OqEvEiMjByT`CuGbGiBDoGnCj@pAgEtCSd@gIlBk@j@qDn@~HhC?~BwDrBuKQkGnB}DCeGhAbOxEwCrBn@nCmFbD|@|@_HzB`AeDyHjFU~AbErFzBxBlGiDhFrAvF`EmDdEbBiCFs@|Bb@nHdEpI_@lM~@tEsVnPgFbMgJa@e@fBsHfA{HuAdBjGs@x@rFjBxErOyYrUgArMrAnGkA`J`DpM}GrE,39.7,-105.19,39.7,-105.19,Alberta
1255,876928563,Dark pavement,6412.3,995.0,1033.0,0.0,Ride,2017-02-23 15:06:19+00:00,2017-02-23 08:06:19,America/Denver,0,1,0,1,0,1,False,True,False,False,False,6.445,10.5,82.8,,,82.4,False,False,,,2670280,a876365463,mtrqFxm{_SdGsHvJ_FpS_AhOiGfjA_w@`QwVyFm@MaEf@ckGy@sI@gu@kCoABydDiFo@?qR}BcO{Gw@pAsKl@b@y@zE,39.75,-105.0,39.73,-104.9,New York
1256,876962433,Morning Ride,36831.3,5986.0,6724.0,87.9,Ride,2017-02-23 14:32:00+00:00,2017-02-23 07:32:00,America/Denver,2,4,0,1,0,0,False,True,False,False,False,6.153,10.3,148.7,,,890.1,False,False,,,2062935,a876370987,emnpFdzd_SvB~EsCt\~@f{AwB`{@pIze@n@zLbJxZzC|^}Bn\y@rEiB|@a@|IqFdSmBpOAftAwBlJJlKoGpgAhB~y@vYjn@}DlF\`GuHhSC`NjFvEaB`C}FMoBtHTvKlCpJdHtDiAzBwN~DeCpOp@nNxFtWbD~BqBtdAkFde@Y~N}DzADqJeBaCoKpUxFbfAKxLcAr@}[sK_r@sZRdaCi|@^pBbHiAdPmDtJhBpP,39.56,-104.89,39.59,-105.08,North Carolina
1257,876838414,"Zwift - London, UK 02/23/2017",27467.8,3090.0,3090.0,246.0,VirtualRide,2017-02-23 13:03:01+00:00,2017-02-23 06:03:01,America/Denver,14,13,0,21,0,0,False,False,False,False,False,8.889,22.6,181.2,710.0,200.0,559.9,True,True,143.5,171.0,305744,a876407001,oykqFdyu`ShFcAaAdPZtN~ExFzBTb@fFlGxLoDuG}[`Ay@zCJaCaM_WVcp@xFj@bKpNzHKaAzPb@`NpInGhG~SlG@?lCv@qCbyAcA_HnHbBdGwAgGjJ{HuaAo_AaEhH_FiC{g@OoAlP\xMzCrE|DvApGdTh_Bi@Tz@uD~ExCzLrB^uB}@yCoLfIiIeA]h@o@{_A}|@sDnHqE_C{g@AyAjNTlOtIjHvG|S|~A_@Xx@uDxEtClLlKf@pB_BuNx@aDkMvEcFUy@g_Bn@{FkLq@aFsI}GKkQiLiCcAzAeBmDzFmBVxAbEA,39.71,-105.14,39.71,-105.14,California
1258,876820679,"Zwift - London, UK - Garbage Legs, Garbage Miles",23313.7,2728.0,2728.0,72.0,VirtualRide,2017-02-23 12:48:14+00:00,2017-02-23 05:48:14,America/Denver,2,6,0,32,0,0,False,False,False,False,False,8.546,13.4,144.3,215.0,155.0,393.7,True,True,149.1,169.0,810881,a876465244,}alqFfucaS|@`EnC{@kBpLdD|L_DrItK}Av@jC_B}@mGjG|As@w@xA^`CzAuDzCT|BrFObBcAgCgBd@cDrJ~D_@pD`HAvBcDzDSoEwCdK}BOy@lRyLvNiDFqBwCQhBaAyAY~@i@iC_@pDkC{H}A|DuC_Q~@}BjLeAbEfBrA~AkItGlA^OfIf@j@RgBpD`DdFsAyBxChF{FfC`AiA`AfCWcAjAdE@kDzBrHnGsDxDr@nEaA`D|BZ~BjL_GpRvA`VgOvV~@rEHmErB}EtLcDkAsDdAaH}AmRrEuIbCr@[_QtEaBmFsDeENu@cDxCyI^mIrJuJbFkLcDaMjA{OaAiHyBuBy@kOqFgIeHsDsCmKdByLiC|@sAkDdCpAvPgSdMuHhe@yDjQxBr@wBoEgGwKcDg\lEyMlDaZrPcL_A]tCzD`CuA~BfFzD,39.72,-105.21,39.72,-105.21,England
1259,876902546,Lake Okeechobee... tempo and a Trophy on Florida State TT first 10 km,100436.0,10044.0,11008.0,69.0,Ride,2017-02-23 12:08:06+00:00,2017-02-23 07:08:06,America/New_York,8,45,3,3,0,1,False,False,False,False,False,10.0,14.3,204.1,710.0,220.0,2050.3,True,True,143.1,177.0,1740032,a876304618,s_vqFvyw_SrL|n@hObWzJ~f@|B~ExMlElMl@nLjSg@zGxTj^~^zB~HtCHzBzWrHhWoDfXp@pKqCrAkAMiC`DyAfUu@jF_KbHkVtXo]`BVnL}N`j@cRj{ANr@eMnGOv@xApBq@~H`Ojf@nHfG{CdJoQfGhArOaEtFdFbJg@lV|HvIvZlElEr]_@nIyFYwCbJOjKrMxH~Bd@pEnFh@xFjHfDoB`AlKpJ~T|NdGpN@TpFfJu@vUbClMbL|G`AbEwDdHaOnBs@~PvElK|PvErBjR{J`FGf]jTjGnM{G_Nc]_TwEJyQxJsF}BeKsPoPsE{Bp@yH|OoDzCkHiAsM_LkUaCcJv@q@gGmNLaNaGoJeU{@yJkCr@aHsGyF[YeEoHkCaLsMoIDVhDyHvFu^`@sEcFsIeZaV{HcJb@sFaF}OhEgGmAeJrQyFtCmg@{HqH}NqBr@s@{AqGTg@~L_|AGqi@`RqLfO{A]yXb]}FdTwGpMeSX_FnBFvCwAbAsKpC}Wu@iWpDmWmHQ_CeIwCy^aC{Ts^l@}G{H{JoBaGwMk@}MsE{BgEyJgg@oOuVqLmo@,39.77,-104.98,39.77,-104.98,England
1260,876500611,Evening Ride,18858.3,2801.0,2879.0,88.7,Ride,2017-02-23 03:59:16+00:00,2017-02-22 20:59:16,America/Denver,2,5,0,1,0,0,False,False,False,False,False,6.733,10.7,168.9,,,473.0,False,False,,,4645686,a876324408,__zrFru|aSbG|FtErPdCqQxP_DxAiDjC?}@xA\zC~@qB`CXjA{DnCzLzIvMxMRL_CkGuHSaCxCaAtDdBl@{BdMxOnJcNvEz@e@y@bE`@w@kAz@A|DnEvDkKHsDxD_EfDuU_DqBCaNsFwCu@wIuGl@nAwBIsDuCpEoBgEuEA_AkHgDe@y@}C_IuEc@eFaF}El@wHoFmAyEkI@|AyE@}AmFaExBmCaBiB|FgDr@_B|C_DwAoFlKaGg@kDjDW`CoDcE_EnEsEfAj@vEoDlOzBlAn@mANbCjHbLtAILrDtAmEp@zEbAeECzQpD`DzFhRyBzG_FnAcIzHaED,39.95,-105.34,39.95,-105.34,Virginia
1261,876458138,Worth it,7141.9,1146.0,1307.0,42.0,Ride,2017-02-23 02:03:36+00:00,2017-02-22 19:03:36,America/Denver,0,2,0,2,0,1,False,True,False,False,False,6.232,9.5,120.7,,,138.3,False,False,,,2539482,a876328053,we|qFjikaSo@pAbBsAqEFcJrF{@fQ}Jz\d@~BiPlEkH~KrEcBrMbFHpDlHfMuDCkDwCj@zGuJHkKrGm@lEwA|@n@lD{CtLsDd@GxCsDrDWjGaDBmC`GeC_G{HsBgAuD_DlAiDiE_CzEsEhBt@}FwE~@aE`OhCpCEdSwC|NwE`JvFxEqN_@|@nEm@XgEsHk@lHp@~BoCH_D_FoBvAt@tF}CLy@r`@qKsM{@oIoHfNaIaGcAbEiJfIsJa@{LwH~E{OdPiGMcP|GwMb@wDl]gInCkKjBt@_ArIz@pErBr@z@fET|MeClPfAtEpBu@wAaElBwCdEdFrCW_AmBt@iH`E~GKyEpNN_FsB]cBtEuI~CaN@_TgCkC~@iIjG_HvAf@_AtFhEaC`DqIjADzAeDI_EzB}JsEiC[uBzCUpFeGpBZHoE~@x@jCcCtGvD`AeCtFbD`@}GrCG|@rBnDuDd@{FtA[E{IrKcJbApA`@kBvGiAjBgP~FeP|AeSfNcD,39.8,-105.25,39.8,-105.25,Virginia
1262,878303532,TR Dade,17769.8,3600.0,3600.0,0.0,Ride,2017-02-23 02:01:42+00:00,2017-02-22 20:01:42,America/Chicago,0,0,0,1,0,0,True,False,False,False,False,4.936,8.2,173.7,356.0,208.0,625.4,True,True,126.9,157.0,487947,a876389199,eibrFtwg`SfD`BtBpP`GxBV~IplCF`O`Cj@lPnJXbEvk@~BjENbbCv\v@lBd_@vYl`CxxAO|@p_@w@xK|CvO~@rQvNKxEbCxKsCjVb@`AbGlHHn@nLhk@URvDnSlElR|MhA|E~IbHfOtRrHjNfEnO`D~W@xT~P^`ArFxPr@Anm@rF~MFxCBlsBcAtAs@~YwC~DfCqCfAg[nAsAMg`DgFi@W}SaQa@eAqFuPk@a@i^iBeO{EiP{Wk`@gKeHq@wEmRgN_TmEc@{Dwj@Nc@mMsHV_AmGcWWoKnCkFaCwNHe@cP_DeOp@of@oBcV~@_H}EwQrAsKeDiJVuTpAk@bB{Gu@wOnCiNpDCVhD`LqBcBoC{U@hCyVYgJz@kExC_DcCoHi@sPqRuFkGwI}FcOcAgIv@_CeH}JqAsKmKa\qAsKHcM}H{ZoB_Uf@qBobABgJcFalDJiBXYdPyEyBwB}PmDsA,39.83,-105.07,39.83,-105.07,Colorado
1265,876413513,"Zwift - Richmond, VA 02/22/2017",24358.0,3003.0,3018.0,283.0,VirtualRide,2017-02-23 00:39:44+00:00,2017-02-22 17:39:44,America/Denver,9,5,0,18,0,0,False,False,False,False,False,8.111,18.9,193.1,466.0,206.0,579.8,True,True,141.1,168.0,6261688,a880746394,ehjqFbam_SgAzp@kCrGqE_AkF~HhFcIhJnAFua@|OgBuJx_@YfR{o@by@yG~PPvc@oM~@GniAaHr`@o{@`sAkhAnu@wj@fLwe@tj@tZbg@j_@fChb@jQjp@_CrKqC~EsH~Uw@pNsa@dYe^~OiNdi@yQh|AH\eMxGYrMfPlg@~H|QkVfXyBnFdF|`@hG|Pva@`^a@fIcGm@mClI]hV`RP|DrNhJrD{AhLt`@t^fGVxFn`@fAzVjNlRgVtPvEdP|S~[mJ~[pSzQv[hJn@vRgNxw@dEvPpK{JuJw}@kFyRnNmJy@wQq[c\qSq[nJ_QgTqPqEiRlV{VoNo`@gAw@uGa]_FyLya@gTiFMuEiV{Q_ILTpDoHrFw^d@wPwa@ea@gGqFgFcXdC{IlQaGvC}f@yHgNmPwGZ]fMy{AWki@bR{OpNwXj]_Ohb@aVt@uEhH{KzCsm@dCw_@yKkd@{Cw[}d@R_F`c@oh@jn@iNvgAiv@|x@umAnJee@LojA|NI{@od@fGcQ~o@{w@XaKqAbEuTgD,39.71,-104.93,39.71,-104.94,Alberta
1266,876393264,Afternoon Ride,9663.1,1590.0,1805.0,15.0,Ride,2017-02-23 00:29:15+00:00,2017-02-22 17:29:15,America/Denver,0,2,0,1,0,0,False,True,False,False,False,6.077,10.3,169.6,,,269.7,False,True,115.8,140.0,768408,a879829857,ohjpBmffaMreDuz@vQkR|JqOjJeErc@dGrUvHtGrHvK|YxWtQtTbChP{@|L_ExH_HxLaTrJwt@YeTcEqU`HylAyAw[}DcPgEeHaAsPmEkNi@wLbG}KdS}PxAaFcEcNwD{B_JQiEkD_PfCwKY}DeAn@mD,18.57,73.77,18.52,73.83,Colorado
1267,876376545,Post workout 30/30 sprints,2049.8,494.0,500.0,0.0,Ride,2017-02-23 00:26:35+00:00,2017-02-22 17:26:35,America/Denver,0,0,0,1,0,0,False,False,False,False,False,4.149,9.2,154.3,,,76.2,False,False,,,6261688,a879826223,exiyHjgZjBoCgDgt@n@kXte@aFvBa\uCkBv@yMtAs@z@oKtCqFe@kCoFsC^uFsHo@QoE}RpCKwFhDsLlImR|GmHcGfAuJtKg@eAdJmPt^aZzBzSzHe@lAiDHyH_CkOtAox@wBk[mIWeAgMwDqE_HpLsAMeA_EMuZuBsI{CqC_DlCiCvMkCyF@sHwCe@q@dMhCtIkCxE{EqBAwCmHqD_B|FyVyOiMiB}A`BGl`@nBlOiL|uAr@biBvA|OlExRfEfI~JdHqCf^tVyFdNbAm@tWjDpt@sIvHq@vv@q@jA|@{}@s[keAuDmF{CNQ{HsKc\pQxc@`CxA|SmG|XBt[{DjCi\wCmBx@yNxAWl@uJzCeIwGeFZ}F{HqBzHdBW`GtF|Cd@xByClGu@hKyAf@u@lNxCtA{Bx\qe@zEq@fXjDdt@sI`IcAly@o@gClAuy@u[qeAyDkFyCDIeHwKq\lQvc@tBvArSaGfPTe@vXlD`t@sIxH{Azy@n@q~@o[}dAyDqF{CHIgH}JyX,51.5,-0.14,51.51,-0.12,Arizona
1268,876383270,Afternoon Ride,8996.2,1214.0,1228.0,0.0,Ride,2017-02-23 00:24:33+00:00,2017-02-22 17:24:33,America/Denver,2,0,0,1,0,0,False,True,False,False,False,7.41,9.3,164.0,,,199.1,False,False,,,1772230,a879814887,{~zpF|lu`SLK,39.63,-105.14,39.63,-105.14,Colorado
1269,876419241,Afternoon Ride,19411.2,4306.0,4672.0,198.8,Ride,2017-02-23 00:20:07+00:00,2017-02-22 17:20:07,America/Denver,0,1,0,1,0,0,False,False,False,False,False,4.508,12.6,158.3,,,681.5,False,False,,,768408,a879795468,y~ipB_ffaMipFdwAyfJtnC_~Bjl@ndCup@nzHm}BheGaaB,18.57,73.76,18.57,73.76,Colorado
